問い合わせ番号,発注機関,発注地域,件名,カテゴリ,入札種別,資格ランク,案件登録日,入札日,開札日,落札会社名,落札価格,予定価格,応札企業,リンク
"N17686613","独立行政法人科学技術振興機構","東京都","令和5年度J-STAGEｼｽﾃﾑJava EOL対応業務　一式 (契業-2023-252)","情報処理機器・ソフト及び業務","競争・公募","","2023-12-06","2023-12-26",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY4NjYxMw=="
"N17686600","財務省/長崎税関","長崎県","Ｘ線貨物検査装置 (Astrophysics 社製 )保守業務請負契約","警察・消防・防災関連の機器・システム及び業務","競争・公募","","2023-12-06","2023-12-20",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY4NjYwMA=="
"N17686563","財団法人/大分県産業創造機構","大分県","令和5年度大分県ビジネスチャレンジコンテスト「ＯＩＴＡゼロイチ」２次審査会・表彰式運営委託業務","その他の業務委託","競争・公募","","2023-12-06","2023-12-12",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY4NjU2Mw=="
"N17686461","独立行政法人理化学研究所","埼玉県","CO2 インキュベーターシェーカー","理化学機械器具類","競争・公募","A,B,C,D","2023-12-06","2023-12-21",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY4NjQ2MQ=="
"N17686286","国土交通省/東北地方整備局","宮城県","ソフトウェアライセンス（Adobe Illustrator ライセンス）購入","情報処理機器・ソフト及び業務","競争・公募","","2023-12-06","2023-12-20",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY4NjI4Ng=="
"N17686110","国立大学法人/東京大学","東京都","米国ベックマン・コールター社製フロア型超遠心機 OptimaXPN-80","理化学機械器具類","競争・公募","","2023-12-06","2023-12-22",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY4NjExMA=="
"N17685852","独立行政法人高齢・障害・求職者雇用支援機構","千葉県","障害者雇用支援システムの更改に係るPJMO工程管理支援","情報処理機器・ソフト及び業務,調査・研究業務","競争・公募","A,B","2023-12-06","2024-01-24",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY4NTg1Mg=="
"N17685837","独立行政法人産業技術総合研究所","茨城県,東京都","床OAフロア設置作業","内装工事","競争・公募","B,C,D","2023-12-06","2023-12-26",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY4NTgzNw=="
"N17685710","国土交通省/大阪航空局","大阪府","信太基地局ＯＲＭ装置改修作業","通信機器・システム及び業務,情報処理機器・ソフト及び業務","競争・公募","","2023-12-06","2023-12-18",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY4NTcxMA=="
"N17685435","国立大学法人/筑波大学","茨城県","SHINCHOと化合物自動生成法を融合したリード最適化システムの開発","情報処理機器・ソフト及び業務","競争・公募","A,B,C,D","2023-12-06","2023-12-12",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY4NTQzNQ=="
"N17685375","その他新潟県市町村/阿賀野市","新潟県","下維修第15号 横峰汚水中継ポンプ場主ポンプNo.1オーバーホール【阿賀野市】","工作・産業・農業・建設用機械器具類,水処理関連施設及び工事","指名","","2023-12-06","2023-12-14",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY4NTM3NQ=="
"N17685327","長崎県市町村/諫早市","長崎県","空き家バンク　物件No.49【諫早市】","土地・不動産","競争・公募","","2023-12-06","",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY4NTMyNw=="
"N17685291","独立行政法人高齢・障害・求職者雇用支援機構/佐賀支部","佐賀県","事務用消耗品（DocuPrint C４０００d用トナーカートリッジ　ブラック１８本　外５件）の購入（佐賀職業能力開発促進センター）","事務機器及び業務","競争・公募","A,B,C,D","2023-12-06","2023-12-19",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY4NTI5MQ=="
"N17685204","独立行政法人国立美術館","東京都","独立行政法人国立美術館 Adobe社ソフトウェア製品ライセンス","情報処理機器・ソフト及び業務","競争・公募","A,B,C","2023-12-06","2024-01-10",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY4NTIwNA=="
"N17685113","独立行政法人製品評価技術基盤機構","東京都","公開見積【購入】令和5年12月5日付【バイオ】A-C（実体顕微鏡、マルチチャンネルピペット、BioraptorⅡ用 1.5mL チューブアタッチメント）","理化学機械器具類","競争・公募","等級不問","2023-12-06","2023-12-19",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY4NTExMw=="
"N17685110","独立行政法人製品評価技術基盤機構","千葉県,東京都","【WTO】独立行政法人製品評価技術基盤機バイオテクノロジーセンター（千葉県木更津市）で使用する電気","電力供給","競争・公募","","2023-12-06","2024-02-07",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY4NTExMA=="
"N17685109","独立行政法人製品評価技術基盤機構","東京都,大阪府","【WTO】独立行政法人製品評価技術基盤機構大阪事業所（大阪府大阪市）で使用する電気","電力供給","競争・公募","","2023-12-06","2024-02-07",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY4NTEwOQ=="
"N17685108","独立行政法人製品評価技術基盤機構","東京都","【WTO】独立行政法人製品評価技術基盤機構本所（東京都渋谷区）で使用する電気","電力供給","競争・公募","","2023-12-06","2024-02-07",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY4NTEwOA=="
"N17685107","独立行政法人製品評価技術基盤機構","東京都","【WTO】独立行政法人製品評価技術基盤機構 バイオテクノロジーセンター（千葉県木更津市） で使用するガス","燃料・ガス・油脂及び工事","競争・公募","","2023-12-06","2024-02-07",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY4NTEwNw=="
"N17684956","大分県","大分県","No.24 交通信号機工事","電気・電源設備及び工事","指名","","2023-12-06","2023-12-19",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY4NDk1Ng=="
"N17684793","その他広島県市町村/三原市","広島県","E-PON(10G)回線カード等【三原市】","通信機器・システム及び業務,情報処理機器・ソフト及び業務","競争・公募","","2023-12-06","2023-12-14",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY4NDc5Mw=="
"N17684792","その他広島県市町村/三原市","広島県","クラウド版Garoon【三原市】","情報処理機器・ソフト及び業務","競争・公募","","2023-12-06","2023-12-14",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY4NDc5Mg=="
"N17684593","広島県","広島県","Rinko-Profiler（メモリ一式Ctd）　１式（広島県立総合技術研究所　水産海洋技術センター）","工作・産業・農業・建設用機械器具類","競争・公募","","2023-12-06","2023-12-25",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY4NDU5Mw=="
"N17684405","独立行政法人情報通信研究機構","東京都","2024年度 Protection Profileの作成及び利用並びに評価・認証スキーム構築に関する支援作業","情報処理機器・ソフト及び業務","競争・公募","A,B,C,D","2023-12-06","2024-01-31",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY4NDQwNQ=="
"N17684342","東京地下鉄株式会社","東京都","東京マラソンＥＸＰＯ2024における企業ＰＲブースの設置・運営に係る業務一式","デザイン・印刷・広告,内装工事,その他の業務委託","随意","","2023-12-06","2023-12-25",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY4NDM0Mg=="
"N17684328","東京都","東京都","OpenRoaming対応公衆Wi-Fi環境の構築及び運用業務委託（シンボルプロムナード公園外2施設）","通信機器・システム及び業務,情報処理機器・ソフト及び業務,電話・通信設備及び工事,建物等の維持管理（清掃・警備・受付等）","競争・公募","A,B,C","2023-12-06","2023-12-25",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY4NDMyOA=="
"N17684327","東京都","東京都","OpenRoaming対応公衆Wi-Fi環境の構築及び運用業務委託（テレコムセンター外4施設）","通信機器・システム及び業務,情報処理機器・ソフト及び業務,電話・通信設備及び工事,建物等の維持管理（清掃・警備・受付等）","競争・公募","A,B,C","2023-12-06","2023-12-25",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY4NDMyNw=="
"N17684326","東京都","東京都","OpenRoaming対応公衆Wi-Fi環境の構築及び運用業務委託（若洲海浜公園）","通信機器・システム及び業務,情報処理機器・ソフト及び業務,電話・通信設備及び工事,建物等の維持管理（清掃・警備・受付等）","競争・公募","A,B,C","2023-12-06","2023-12-25",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY4NDMyNg=="
"N17684325","東京都","東京都","OpenRoaming対応公衆Wi-Fi環境の構築及び運用業務委託（都税事務所：城西地区、城南地区、城北地区、多摩地区）","通信機器・システム及び業務,情報処理機器・ソフト及び業務,電話・通信設備及び工事,建物等の維持管理（清掃・警備・受付等）","競争・公募","A,B,C","2023-12-06","2023-12-25",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY4NDMyNQ=="
"N17684324","東京都","東京都","OpenRoaming対応公衆Wi-Fi環境の構築及び運用業務委託（味の素スタジアム外３施設）","通信機器・システム及び業務,情報処理機器・ソフト及び業務,電話・通信設備及び工事,建物等の維持管理（清掃・警備・受付等）","競争・公募","A,B,C","2023-12-06","2023-12-25",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY4NDMyNA=="
"N17684323","東京都","東京都","OpenRoaming対応公衆Wi-Fi環境の構築及び運用業務委託（島しょ部施設）","通信機器・システム及び業務,情報処理機器・ソフト及び業務,電話・通信設備及び工事,建物等の維持管理（清掃・警備・受付等）","競争・公募","A,B,C","2023-12-06","2023-12-25",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY4NDMyMw=="
"N17684322","東京都","東京都","OpenRoaming対応公衆Wi-Fi環境の構築及び運用業務委託（駒沢オリンピック公園総合運動場）","通信機器・システム及び業務,情報処理機器・ソフト及び業務,電話・通信設備及び工事,建物等の維持管理（清掃・警備・受付等）","競争・公募","A,B,C","2023-12-06","2023-12-25",,,,,,"https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM04xNzY4NDMyMg=="
"R23028243","千葉県","千葉県","千葉県立我孫子高等技術専門校ＩｏＴシステム科棟外建築工事基本設計",,,,,,"2023-12-06","株式会社鈴木建築設計事務所","14872000","18872700","{応札企業名＝（株）鈴木建築設計事務所、応札結果・備考＝落札、応札金額＝13520000},{応札企業名＝（株）鈴木建築設計事務所、応札結果・備考＝、応札金額＝13800000},{応札企業名＝（株）竹江設計事務所、応札結果・備考＝、応札金額＝14880000},{応札企業名＝（株）伍亜設計、応札結果・備考＝、応札金額＝15200000},{応札企業名＝森田建築設計事務所、応札結果・備考＝、応札金額＝16800000},{応札企業名＝（株）晃設計事務所、応札結果・備考＝無効、応札金額＝},{応札企業名＝（有）宮本建築事務所、応札結果・備考＝未入札、応札金額＝},{応札企業名＝（株）小野設計社、応札結果・備考＝未入札、応札金額＝}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMzAyODI0Mw=="
"R23002946","宮崎県","宮崎県","１ｍｏｌ／Ｌ　塩酸（１Ｎ）",,,,,,"2023-12-06","有限会社新星科学","1540","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMzAwMjk0Ng=="
"R23002943","宮崎県","宮崎県","業務用サランラップ　ＢＯＸタイプほか2品",,,,,,"2023-12-06","有限会社山下事務機","25586","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMzAwMjk0Mw=="
"R23002935","宮崎県","宮崎県","Ｌｏｏｐａｍｐ反応チューブ　ＤＬＭＰシリーズほか10品",,,,,,"2023-12-06","株式会社ト－アサイエンス","238700","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMzAwMjkzNQ=="
"R23002900","宮崎県","宮崎県","メディアプレイヤー　Ｆｉｆｉｌｉｏｎほか3品",,,,,,"2023-12-06","スリーアイ有限会社","21406","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMzAwMjkwMA=="
"R23000953","宮崎県市町村/延岡市","宮崎県","令和５年度延岡市市民向けYouTuber養成講座開催業務委託【延岡市】",,,,,,"2023-12-06","株式会社 brinity","","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMzAwMDk1Mw=="
"R22989880","福島県市町村/喜多方市","福島県","山都浄化センターNo.2汚水ポンプ更新工事【喜多方市】",,,,,,"2023-12-06","小野瀬工業株式会社","2292400","2316600","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk4OTg4MA=="
"R22986848","栃木県市町村/佐野市","栃木県","microSDXC　UHS-Iカード【佐野市】",,,,,,"2023-12-06","藤倉電気株式会社","63250","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk4Njg0OA=="
"R22985662","岡山市","岡山県","天瀬ポンプ場No.7流入ゲート開閉器架台修理【岡山市】",,,,,,"2023-12-06","岡山電業株式会社","880000","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk4NTY2Mg=="
"R22979280","その他埼玉県市町村/新座市","埼玉県","総合運動公園野球場BSO表示器改修工事【新座市】",,,,,,"2023-12-06","長谷川体育施設株式会社　埼玉営業所","4736600","4306000","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk3OTI4MA=="
"R22973213","札幌市","北海道","豊平川水再生プラザ第1処理施設初沈コレクタNo.6修繕工事【札幌市】",,,,,,"2023-12-06","小柳工業株式会社","2180000","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk3MzIxMw=="
"R22973212","札幌市","北海道","創成川水再生プラザ雨水ポンプ施設No.2トラフコンベヤ修繕工事【札幌市】",,,,,,"2023-12-06","合同会社Ｇｓ環境エンジ","1580000","","","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk3MzIxMg=="
"R22965926","愛媛県市町村/今治市","愛媛県","今水工配施第32号今水工給水第32号ブロック内幹線（No.5）整備工事（その2）【今治市】",,,,,,"2023-12-06","株式会社富田水道工業所","20167000","22230000","{応札企業名＝株式会社富田水道工業所、応札結果・備考＝入札書記載金額結果:落札(第1回~第2回は入札書記載金額)、応札金額＝20167000},{応札企業名＝浅海設備工業株式会社、応札結果・備考＝入札書記載金額結果:失格(第1回~第2回は入札書記載金額)、応札金額＝20164800},{応札企業名＝長井工業株式会社、応札結果・備考＝(第1回~第2回は入札書記載金額)、応札金額＝21120000},{応札企業名＝有限会社水成工業、応札結果・備考＝(第1回~第2回は入札書記載金額)、応札金額＝22000000},{応札企業名＝株式会社近藤工業所、応札結果・備考＝(第1回~第2回は入札書記載金額)、応札金額＝22180000},{応札企業名＝株式会社丹下水道ポンプ工業所、応札結果・備考＝(第1回~第2回は入札書記載金額)、応札金額＝22190000},{応札企業名＝株式会社篠宮工業所、応札結果・備考＝(第1回~第2回は入札書記載金額)、応札金額＝22200000},{応札企業名＝株式会社山内工業、応札結果・備考＝(第1回~第2回は入札書記載金額)、応札金額＝22230000}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk2NTkyNg=="
"R22965504","栃木県市町村/宇都宮市","栃木県","【No.301】冒険活動センター便所給排水衛生設備改修工事【宇都宮市】",,,,,,"2023-12-06","株式会社倉持工業","7893000","8490000","{応札企業名＝株式会社倉持工業、応札結果・備考＝入札書記載金額結果:落札(第1回~第3回は入札書記載金額)、応札金額＝7893000},{応札企業名＝有限会社東栄理工、応札結果・備考＝入札書記載金額結果:失格(第1回~第3回は入札書記載金額)、応札金額＝7753000},{応札企業名＝横山工業株式会社、応札結果・備考＝入札書記載金額結果:失格(第1回~第3回は入札書記載金額)、応札金額＝7774000},{応札企業名＝株式会社オオガキ、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝8231000},{応札企業名＝株式会社仙波工業、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝8997000}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk2NTUwNA=="
"R22965503","栃木県市町村/宇都宮市","栃木県","【No.302（週休２日制工事（発注者指定型））】整地工事（分割７号）【宇都宮市】",,,,,,"2023-12-06","株式会社青松園","6173000","6880000","{応札企業名＝株式会社青松園、応札結果・備考＝入札書記載金額結果:落札(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝株式会社阿久津建築、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝アズマ原総業株式会社、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝有限会社石塚建設、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝株式会社入江組、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝株式会社植竹設備工業、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝有限会社宇建緑化土木、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝宇都宮ヤマイチ株式会社、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝馬上建設株式会社、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝株式会社永神工業、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝株式会社エム・プロダクト、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝株式会社オオガキ、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝岡田開発工業株式会社、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝株式会社神戸組、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝株式会社菊地組、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝有限会社菊池建材工業、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝有限会社郡司工業、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝三正建設株式会社、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝株式会社新生工業、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝新東化工株式会社、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝株式会社清建、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝成常建設株式会社、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝有限会社清明建設、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝株式会社総和興業、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝大幹建設株式会社、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝高全工業有限会社、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝株式会社司緑化、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝株式会社輝工業、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝有限会社東栄理工、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝株式会社栃木県総合緑化センター、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝株式会社栃木ストロング、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝株式会社長嶋組、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝仲田総業株式会社、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝日鋼産業株式会社、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝株式会社庭野建設、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝平石環境システム株式会社、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝藤井建設株式会社、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝株式会社宮津組、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝有限会社美山建設、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝株式会社美雪興業、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝有限会社睦月産業、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝株式会社山口組、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝陽西建設株式会社、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝株式会社鶴栄商事、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝株式会社インターテクノ建設、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝マルサ工業株式会社、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000},{応札企業名＝イイヅカ工業株式会社、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝6173000}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk2NTUwMw=="
"R22965502","栃木県市町村/宇都宮市","栃木県","【No.303】交通安全施設整備工事（道路反射鏡設置）（分割３号）【宇都宮市】",,,,,,"2023-12-06","株式会社入江組","3888000","4380000","{応札企業名＝株式会社入江組、応札結果・備考＝入札書記載金額結果:落札(第1回~第3回は入札書記載金額)、応札金額＝3888000},{応札企業名＝アズマ原総業株式会社、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝3888000},{応札企業名＝株式会社植竹設備工業、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝3888000},{応札企業名＝宇都宮塗料工業株式会社、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝3888000},{応札企業名＝宇都宮ヤマイチ株式会社、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝3888000},{応札企業名＝株式会社エム・プロダクト、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝3888000},{応札企業名＝有限会社菊池建材工業、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝3888000},{応札企業名＝株式会社コスモ、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝3888000},{応札企業名＝三正建設株式会社、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝3888000},{応札企業名＝三信電工株式会社、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝3888000},{応札企業名＝株式会社新生工業、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝3888000},{応札企業名＝新東化工株式会社、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝3888000},{応札企業名＝株式会社青松園、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝3888000},{応札企業名＝有限会社清明建設、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝3888000},{応札企業名＝大幹建設株式会社、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝3888000},{応札企業名＝株式会社千葉建設、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝3888000},{応札企業名＝仲田総業株式会社、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝3888000},{応札企業名＝株式会社庭野建設、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝3888000},{応札企業名＝有限会社美山建設、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝3888000},{応札企業名＝株式会社美雪興業、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝3888000},{応札企業名＝陽西建設株式会社、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝3888000},{応札企業名＝株式会社インターテクノ建設、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝3888000},{応札企業名＝マルサ工業株式会社、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝3888000},{応札企業名＝宇陽塗装株式会社、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝3889000},{応札企業名＝新日道株式会社、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝3889000},{応札企業名＝日鋼産業株式会社、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝3889000},{応札企業名＝小花塗装株式会社、応札結果・備考＝(第1回~第3回は入札書記載金額)、応札金額＝4350000},{応札企業名＝有限会社睦月産業、応札結果・備考＝入札書記載金額結果:無効、応札金額＝}","https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyM1IyMjk2NTUwMg=="
